Time,F-5
3227.53157,-8.528994574
3228.95606,-8.534593534
3230.37318,-8.342898104
3231.78278,-8.219524314
3233.20815,-8.320163174
3234.63101,-8.645860704
3236.06175,-8.729555044
3237.46385,-8.698511184
3238.88671,-8.499810334
3240.31921,-8.573414044
3241.74156,-8.651078024
3243.16256,-8.729868854
3244.56792,-8.353612264
3246.00115,-8.870121604
3247.40152,-8.836305224
3248.83325,-8.585265894
3250.26176,-8.594375174
3251.67098,-8.355532004
3253.08872,-8.606505614
3254.5037,-8.639039194
3255.93681,-8.351851494
3257.34768,-8.650367154
3258.76216,-8.520187984
3260.19514,-8.550276084
3261.60538,-8.642133284
3263.02152,-8.447694304
3264.45098,-8.762515494
3265.85471,-8.643974514
3267.24184,-8.899945464
3268.64769,-8.206348954
3270.08119,-8.605754284
3271.50479,-8.259935264
3272.93578,-8.645047904
3274.33527,-8.775803224
3275.76113,-8.391314864
3277.19261,-8.391219274
3278.61672,-8.291489274
3280.02023,-8.878444314
3281.4407,-8.738105094
3282.86881,-8.757885054
3284.27892,-8.836222254
3285.70566,-8.573222234
3287.13002,-8.338191514
3288.52714,-8.466865244
3289.95524,-8.652873814
3291.38311,-8.750615464
3292.80747,-8.970233564
3294.22571,-8.760480364
3295.63119,-8.765493864
3297.06105,-8.711396324
3298.47392,-8.725535594
3299.89491,-8.833600194
3301.32526,-8.597503584
3302.742,-8.928325334
3304.16198,-8.672189884
3305.597,-8.659424234
3306.99835,-8.742397134
3308.42669,-8.374397614
3309.84583,-9.095430024
3311.25069,-8.718378834
3312.68541,-8.836837224
3314.11377,-8.860697474
3315.51,-8.724081454
3316.88637,-8.763382794
3318.3081,-8.770318434
3319.73984,-8.352858034
3321.16695,-8.819885204
3322.56659,-8.935426504
3323.99693,-8.722652854
3325.39779,-8.836412324
3326.77215,-8.798810554
3328.20201,-8.563043084
3329.62175,-9.135986324
3331.04161,-8.987004144
3332.45223,-8.840662444
3333.88247,-9.149435424
3335.2987,-8.721268084
3336.72331,-8.827826444
3338.13279,-8.801953454
3339.56691,-8.708062964
3340.98464,-8.842768284
3342.40328,-8.826819064
3343.82411,-8.894333174
3345.24123,-8.715402844
3346.67434,-8.906699134
3348.07358,-8.739571114
3349.50581,-8.825258204
3350.92633,-8.926441384
3352.32629,-8.651465704
3353.75752,-8.646360124
3355.18228,-9.130844224
3356.59762,-8.538373964
3358.02036,-8.780640194
3359.43004,-8.871645844
3360.8592,-8.742940564
3362.26596,-8.910174964
3363.69444,-8.453825914
3365.11154,-8.827725694
3366.54366,-8.943616274
3367.97427,-9.033201724
3369.37725,-8.928276414
3370.79025,-8.912582234
3372.21673,-8.680074394
3373.65321,-8.699358514
3375.05533,-8.853299534
3376.48494,-8.922892684
3377.90455,-8.807762574
3379.30828,-8.769573384
3380.74453,-8.770379704
3382.16052,-9.045878234
3383.62712,-9.161334124
3385.05937,-8.807729894
3386.46585,-8.778776294
3387.90396,-8.589101974
3389.29994,-8.863494094
3390.74021,-8.921265754
3392.14492,-8.978660904
3393.58016,-9.091889624
3394.99277,-8.837587154
3396.41862,-8.745458074
3397.84211,-8.788274544
3399.23911,-9.067561634
3400.68384,-9.263361024
3402.07883,-9.176588424
3403.51431,-9.247172524
3404.94343,-9.077937904
3406.34182,-8.912930684
3407.77603,-9.001512034
3409.19314,-9.014591924
3410.6225,-8.862201214
3412.03411,-9.068417394
3413.44472,-8.983875314
3414.87459,-9.023523824
3416.27706,-8.970858854
3417.71143,-8.732148464
3419.13741,-9.078316924
3420.53577,-8.684506864
3421.96789,-9.080630124
3423.38103,-8.876700074
3424.81224,-8.612057744
3426.22935,-8.925998944
3427.63809,-8.875316504
3429.02382,-9.033524124
3430.44443,-8.744934454
3431.88392,-8.947632724
3433.27857,-8.938482024
3434.70317,-9.207880024
3436.126,-8.712024004
3437.55088,-9.022229474
3438.9656,-9.210531424
3440.38772,-8.993271124
3441.80545,-9.308100224
3443.21132,-9.313668724
3444.63693,-9.082586424
3446.04704,-9.073153784
3447.4859,-8.828596184
3448.89827,-8.786555304
3450.31888,-8.893308234
3451.74811,-9.108917824
3453.17697,-9.002906834
3454.57996,-8.987003814
3456.00845,-9.239459824
3457.4273,-8.826210964
3458.83242,-8.930069714
3460.26466,-9.189331724
3461.68676,-8.983670934
3463.10075,-9.167854824
3464.52675,-9.113168324
3465.93625,-8.902917894
3467.36828,-8.977614624
3468.77221,-9.002621474
3470.20019,-9.187799224
3471.62093,-8.938753824
3473.03766,-9.222550424
3474.4719,-9.176421924
3475.87564,-9.343173324
3477.2935,-9.173205124
3478.72274,-9.161066824
3480.12035,-9.048122674
3481.50446,-9.216737524
3482.91244,-9.039377064
3484.34305,-9.524295524
3485.74429,-9.315252824
3487.17565,-9.207798224
3488.60414,-9.169759424
3490.01876,-9.177991424
3491.43762,-9.365445724
3492.8496,-9.449866924
3494.28334,-9.111650624
3495.69435,-9.111966724
3497.12731,-9.117680524
3498.53967,-9.045530794
3499.90915,-9.082082894
3501.33902,-8.874117704
3502.74589,-9.109114324
3504.16325,-9.100687124
3505.59498,-9.065928934
3506.99598,-8.888718734
3508.42721,-9.350327724
3509.84721,-9.275024224
3511.2538,-9.275005724
3512.62679,-9.069712344
3514.05165,-9.206019924
3515.48364,-9.308187424
3516.89987,-9.209618324
3518.31636,-9.266543224
3519.7316,-9.277836824
3521.17058,-9.007950614
3522.57395,-9.282956424
3523.98932,-9.300773724
3525.42218,-9.599669124
3526.83428,-9.231254024
3528.26565,-9.240474824
3529.68063,-9.416976724
3531.09237,-9.172002724
3532.52599,-9.054258764
3533.92411,-9.249672324
3535.35633,-8.995197574
3536.78282,-9.146344924
3538.1798,-9.290693124
3539.55829,-9.390751224
3540.9794,-9.314228024
3542.41064,-9.228012924
3543.81875,-9.233974324
3545.24162,-9.410683524
3546.66298,-9.029763274
3548.06996,-9.142261524
3549.50758,-9.129274324
3550.91869,-9.396310024
3552.33967,-9.110630624
3553.76641,-9.278320224
3555.1974,-9.151722524
3556.60863,-9.024281394
3558.03387,-9.180993724
3559.46598,-9.224612024
3560.86087,-9.480385624
3562.28596,-9.467803824
3563.71632,-8.985891124
3565.14332,-9.492209524
3566.54716,-9.140332724
3567.96403,-9.322464024
3569.39126,-9.461779724
3570.8005,-9.461240624
3572.225,-9.563688924
3573.64761,-9.245245924
3575.05296,-9.483850824
3576.48057,-9.190507824
3577.91093,-9.098972124
3579.32967,-9.396887424
3580.75141,-9.117085724
3582.15365,-9.139181124
3583.584,-9.153454724
3585.01587,-9.598047624
3586.41848,-9.637265024
3587.84959,-9.084430324
3589.26945,-9.582843124
3590.70431,-9.293434324
3592.11143,-9.473156624
3593.52442,-9.619174724
3594.94952,-9.434650124
3596.37251,-9.435504624
3597.7825,-9.545736424
3599.21299,-9.193840924
3600.6281,-9.162776624
3602.03433,-9.510932224
3603.4067,-9.557713624
3604.8453,-9.747914824
3606.26717,-9.511662524
3607.67018,-9.463144724
3609.09614,-9.538505224
3610.51188,-9.550445724
3611.921,-9.503812224
3613.3001,-9.614237324
3614.72709,-9.485718224
3616.14458,-9.547996824
3617.56969,-9.597696224
3618.9893,-9.441546824
3620.40404,-9.377592824
3621.82678,-9.296509624
3623.25564,-9.662464124
3624.659,-9.639044524
3626.09225,-9.459925224
3627.51309,-9.462597524
3628.91535,-9.595054524
3630.3402,-9.564429324
3631.76043,-9.764803224
3633.20217,-9.774919824
3634.59866,-9.446398224
3636.03053,-9.406344624
3637.4525,-9.341476824
3638.85362,-9.634507524
3640.28272,-9.320994424
3641.70597,-9.590723224
3643.1201,-9.147945324
3644.54344,-9.465933624
3645.95382,-9.475461324
3647.39104,-9.503335124
3648.80102,-9.690206524
3650.23501,-9.374314924
3651.63628,-9.500157324
3653.0716,-9.648984124
3654.50021,-9.743792724
3655.90285,-9.479730124
3657.32546,-9.812486824
3658.74868,-9.416788724
3660.17418,-9.754620524
3661.58292,-9.508769824
3663.00726,-9.509048224
3664.43242,-9.439597124
3665.83487,-9.320209824
3667.26398,-9.329402024
3668.68321,-9.769456924
3670.11045,-9.518001124
3671.52015,-9.343037424
3672.93581,-9.404476024
3674.36791,-9.583954524
3675.77639,-9.447002624
3677.20215,-9.674634424
3678.62825,-9.672095224
3680.05036,-9.301135224
3681.45772,-9.866160524
3682.88721,-9.627666024
3684.30494,-9.720889424
3685.73418,-9.686110824
3687.15429,-9.318258424
3688.55784,-9.626207624
3689.98852,-9.470317724
3691.40288,-9.498688224
3692.82786,-9.680004024
3694.24023,-9.728065124
3695.66759,-9.680572024
3697.09908,-9.561295324
3698.49582,-9.602610624
3699.93881,-9.583775524
3701.35403,-9.642606024
3702.75452,-9.571642924
3704.18238,-9.618794824
3705.6095,-9.876982824
3707.02623,-9.623288724
3708.44097,-9.778611324
3709.86845,-9.648964824
3711.29789,-9.440404424
3712.7187,-9.795061024
3714.14054,-9.894617824
3715.54691,-9.821261024
3716.96752,-9.424872324
3718.379,-9.622800524
3719.80573,-9.640101024
3721.2356,-9.465910124
3722.65371,-9.508216924
3724.0792,-9.611823224
3725.48519,-9.407402724
3726.90817,-9.520077024
3728.34291,-9.832558624
3729.73527,-9.710507124
3731.16377,-9.627582524
3732.59275,-9.961509424
3734.01073,-9.580911524
3735.42109,-9.810707224
3736.83883,-9.621970624
3738.26782,-10.09264982
3739.69342,-9.894762024
3741.10454,-9.770602824
3742.5329,-9.983191924
3743.95427,-9.745003124
3745.36512,-9.862718224
3746.79198,-9.770920124
3748.2181,-9.805867124
3749.61771,-9.836720024
3751.04995,-9.882692424
3752.46243,-9.553451824
3753.89738,-9.820856524
3755.29816,-9.922520624
3756.7234,-10.00926072
3758.13238,-10.00050832
3759.5635,-9.973820924
3760.99911,-9.735807124
3762.40722,-9.900986924
3763.83496,-9.511021524
3765.25306,-9.752936924
3766.65279,-9.870251524
3768.08685,-9.942488424
3769.49991,-10.03924182
3770.91551,-9.748929224
3772.34688,-9.768906424
3773.77435,-9.987633324
3775.19422,-9.775603524
3776.61695,-10.00543442
3778.02595,-9.760279624
3779.44531,-9.700747524
3780.85842,-9.536313324
3782.26178,-9.490787124
3783.64102,-9.968599024
3785.06678,-9.856988224
3786.47986,-9.528235524
3787.89735,-9.776629924
3789.32071,-9.635297724
3790.74221,-9.627564024
3792.17506,-10.10890252
3793.57143,-9.727472924
3794.99991,-9.952835024
3796.42715,-9.866768224
3797.82538,-9.487599424
3799.206,-9.947302624
3800.63398,-9.797247624
3802.0561,-9.585029324
3803.48808,-9.734549924
3804.89144,-10.03236372
3806.30906,-10.01573402
3807.73779,-9.964737324
3809.14405,-9.690878324
3810.52027,-9.838023324
3811.94738,-10.01539142
3813.36074,-9.967053624
3814.77773,-9.863554924
3816.2059,-10.04059252
3817.6157,-9.690399924
3819.05131,-9.974715824
3820.44917,-9.661579624
3821.88591,-9.826292424
3823.29228,-10.07225502
3824.70764,-10.29950552
3826.08512,-9.987873424
3827.50611,-9.836532724
3828.94159,-9.696236124
3830.33984,-9.678765624
3831.77419,-9.924522824
3833.19756,-10.22430452
3834.62655,-10.03841502
3836.02653,-9.965886924
3837.45806,-9.840345024
3838.87813,-10.03969232
3840.29511,-10.05532362
3841.70672,-10.13187262
3843.13846,-10.27873062
3844.56082,-9.920396824
3845.98334,-10.06929212
3847.38142,-9.948830524
3848.80966,-9.730384124
3850.22002,-10.07063002
3851.64451,-9.872378124
3853.07412,-10.10285102
3854.49286,-10.04068812
3855.91386,-9.727391924
3857.32371,-9.918133424
3858.70006,-10.04310582
3860.12742,-10.19409472
3861.53329,-10.12888052
3862.96155,-10.37000532
3864.38876,-10.21119032
3865.8055,-9.868659124
3867.23161,-9.913289024
3868.63685,-9.893618224
3870.06396,-10.37650212
3871.4977,-9.771545524
3872.90754,-10.19992282
3874.31743,-10.23666112
3875.69867,-10.18556052
3877.0959,-10.04708952
3878.47991,-10.17761462
3879.906,-10.39023412
3881.31311,-10.02241972
3882.75071,-10.26847902
3884.15521,-10.04704142
3885.56245,-9.966331524
3886.94519,-10.02608142
3888.35666,-10.26176262
3889.79078,-10.32203282
3891.20502,-10.11659422
3892.61413,-10.04561652
3894.03689,-9.872532224
3895.46472,-9.771504324
3896.89734,-10.05370842
3898.3237,-9.921565624
3899.72682,-10.13800592
3901.14567,-10.05079782
3902.57178,-10.13061922
3903.98239,-10.18938422
3905.40576,-10.41737122
3906.83425,-10.24661752
3908.25661,-10.24843632
3909.67622,-10.25342572
3911.08958,-10.02997322
3912.51596,-10.03856932
3913.93843,-10.35102422
3915.37404,-10.23672452
3916.7659,-10.31825342
3918.19289,-10.17816412
3919.61713,-10.04483882
3921.02386,-9.997752324
3922.44397,-10.25935852
3923.87259,-10.01115782
3925.2792,-10.29200112
3926.70393,-10.44706452
3928.13067,-10.18238642
3929.55278,-10.32792542
3930.96277,-9.910332024
3932.39439,-10.08805912
3933.81001,-10.16853352
3935.21398,-9.973524924
3936.59111,-10.26139722
3938.02308,-10.39219922
3939.45106,-10.00387252
3940.85443,-10.18086452
3942.27267,-10.37289192
3943.70654,-10.29622912
3945.10438,-10.26290922
3946.48125,-10.11636112
3947.90911,-10.24591242
3949.32009,-9.998118624
3950.75121,-10.12159352
3952.15907,-10.39978322
3953.5858,-10.47076492
3955.00792,-10.25765552
3956.40878,-10.11409072
3957.84227,-10.20649492
3959.27338,-10.15439052
3960.69599,-10.28096462
3962.09685,-10.05563812
3963.48059,-10.15038482
3964.89345,-10.34073342
3966.32881,-10.27263792
3967.73067,-10.63195642
3969.15891,-10.25308882
3970.58204,-10.16799852
3971.99813,-10.38172892
3973.42087,-10.29546232
3974.83598,-10.22106152
3976.26747,-10.33296392
3977.67758,-10.26800942
3979.11081,-10.20158492
3980.52068,-10.37304092
3981.9368,-10.22743362
3983.34568,-10.36113312
3984.77289,-10.62196262
3986.19825,-10.35431072
3987.62549,-10.53463842
3989.03329,-10.23880242
3990.46337,-10.26469812
3991.8727,-10.40363272
3993.30768,-10.47562452
3994.7148,-10.60666012
3996.13616,-10.25748652
3997.56852,-10.27361732
3998.97516,-10.26173012
4000.40312,-10.19871792
4001.8211,-10.47704322
4003.23309,-10.31260632
4004.67437,-10.23396192
4006.06619,-10.39300472
4007.49993,-10.70936062
4008.91193,-10.56126442
4010.32515,-10.28506092
4011.75851,-10.48421532
4013.16937,-10.59154562
4014.59149,-10.09066892
4016.01949,-10.37082332
4017.43096,-10.44792832
4018.85832,-10.49987752
4020.25835,-10.33564602
4021.6978,-10.23010412
4023.12816,-10.57438442
4024.54078,-10.63633022
4025.96625,-10.48175752
4027.37074,-10.61228402
4028.80435,-10.63043482
4030.23659,-10.42038092
4031.63297,-10.31949002
4033.05832,-10.43967232
4034.47468,-10.50081532
4035.90104,-10.30386892
4037.31965,-10.60440032
4038.73703,-10.53323972
4040.16251,-10.38909942
4041.57976,-10.72960552
4042.99135,-10.75305162
4044.42446,-10.29841092
4045.84145,-10.47712732
4047.24719,-10.10976882
4048.66905,-10.39582162
4050.09418,-10.33706682
4051.52705,-10.67902362
4052.93975,-10.21692122
4054.36675,-10.60031552
4055.77448,-10.53392092
4057.20671,-10.50971092
4058.61559,-10.55362552
4060.02496,-10.15535592
4061.46305,-10.26489132
4062.8663,-10.34053202
4064.2959,-10.54502002
4065.72864,-10.60061172
4067.13762,-10.51068642
4068.57598,-10.58254752
4069.96597,-10.41518252
4071.40171,-10.41361822
4072.80982,-10.54706022
4074.22943,-10.54364722
4075.65779,-10.34382772
4077.0723,-10.55779182
4078.50627,-10.53487152
4079.91663,-10.46450782
4081.32274,-10.74344552
4082.7511,-10.72562032
4084.17321,-10.27463472
4085.58133,-10.66533382
4086.95758,-10.63388142
4088.37745,-10.65207542
4089.78416,-10.74602122
4091.21117,-10.41882622
4092.63902,-10.54015812
4094.06174,-10.45621662
4095.49436,-10.77139382
4096.88785,-10.39390292
4098.31546,-10.29521222
4099.7262,-10.81674802
4101.10068,-10.56670022
4102.53001,-10.88445762
4103.93842,-10.80175312
4105.37991,-10.41249662
4106.77425,-10.61022592
4108.20349,-10.64197422
4109.63474,-10.78680672
4111.03196,-10.33827412
4112.45996,-10.42208232
4113.88695,-10.68165582
4115.30742,-10.72134892
4116.71567,-10.68590572
4118.09064,-10.66889522
4119.51951,-10.56420522
4120.94266,-10.87817462
4122.3551,-10.99072422
4123.7744,-10.97140292
4125.19608,-10.95655842
4126.60532,-10.33625572
4128.02994,-10.57944022
4129.46529,-10.69406732
4130.87203,-10.54173692
4132.3044,-10.30963152
4133.71062,-10.51344252
4135.13536,-10.48077132
4136.5631,-11.01354512
4137.95873,-10.75262632
4139.3917,-10.57687382
4140.81756,-10.63921692
4142.2458,-10.75004872
4143.64766,-10.70795922
4145.0794,-10.62549052
4146.49314,-10.75408062
4147.92713,-10.47489912
4149.32535,-10.96972502
4150.75547,-10.70767892
4152.18121,-10.62537382
4153.58544,-10.76180472
4155.01493,-10.46316322
4156.44142,-10.58157792
4157.86865,-10.65007292
4159.26615,-11.02587862
4160.68838,-10.93867882
4162.12062,-10.74905222
4163.52734,-10.66856622
4164.95908,-10.52388502
4166.37807,-10.65484552
4167.79836,-10.71013602
4169.20854,-10.78782412
4170.63315,-10.72381162
4172.04889,-10.67464602
4173.47475,-10.62749342
4174.88162,-10.64471392
4176.26724,-10.81248952
4177.68509,-10.72477062
4179.11433,-10.76776252
4180.51382,-10.82438212
4181.94543,-10.56478422
4183.37879,-10.76124232
4184.77327,-10.94408432
4186.20176,-10.65737132
4187.61787,-10.92126052
4189.04849,-10.77470892
4190.45772,-10.91129362
4191.87621,-10.50874862
4193.30882,-10.58419512
4194.72431,-10.58826462
4196.13782,-10.61791612
4197.56304,-10.78630062
4198.97915,-10.41514292
4200.41152,-10.63824082
4201.81112,-10.58420222
4203.24835,-10.81352042
4204.67409,-10.62056562
4206.0792,-10.95455892
4207.50594,-11.12502542
4208.92043,-10.86590032
4210.35591,-10.94746502
4211.7914,-10.54725352
4213.18465,-10.76863882
4214.61567,-10.90840692
4216.02349,-10.38787572
4217.44062,-10.89513262
4218.86771,-10.78304142
4220.27981,-10.70130542
4221.71143,-10.76496982
4223.11304,-10.75166822
4224.53953,-10.76037682
4225.95478,-10.89760862
4227.40501,-10.71410392
4228.80149,-10.76800762
4230.21785,-10.81822472
4231.64784,-11.04533702
4233.06174,-10.54170402
4234.4842,-10.86497902
4235.89955,-10.86913522
4237.32993,-10.65521492
4238.73428,-10.87600672
4240.16963,-10.97595802
4241.58288,-10.71371812
4243.01374,-10.99157972
4244.41527,-10.78512662
4245.84483,-10.84409312
4247.27434,-10.76256832
4248.68496,-10.71166062
4250.11243,-10.92505032
4251.51715,-11.37654342
4252.94689,-10.94094182
4254.36012,-10.77867792
4255.77887,-10.85761402
4257.20985,-10.66006722
4258.60934,-10.93030742
4260.04132,-11.04898032
4261.4657,-10.84340432
4262.88017,-10.85982602
4264.30992,-11.02530402
4265.71002,-10.77709212
4267.14326,-10.70046752
4268.56902,-11.06408702
4269.97588,-10.69692522
4271.40769,-10.63955142
4272.82309,-10.80057022
4274.24619,-10.65443402
4275.67943,-11.22756512
4277.08741,-10.70768312
4278.49378,-10.97722572
4279.92414,-10.84687692
4281.34512,-10.92498232
4282.76936,-10.90042872
4284.1856,-10.88298652
4285.59421,-11.22797782
4287.02058,-10.88468792
4288.43956,-11.16762812
4289.87267,-10.88916042
4291.28678,-11.16396262
4292.6984,-11.01704472
4294.12138,-10.94805332
4295.53475,-10.71333742
4296.96649,-10.87695032
4298.38072,-10.99596572
4299.80833,-10.97953312
4301.22532,-10.89594062
4302.65767,-11.08278322
4304.08778,-10.93684552
4305.53965,-11.07156882
4306.97839,-10.87516462
4308.3655,-10.88627182
4309.79674,-10.89510492
4311.22885,-11.22830442
4312.64609,-10.95552872
4314.05382,-10.89762742
4315.47356,-11.15876062
4316.90042,-11.23241512
4318.31129,-11.08203242
4319.74264,-11.15565752
4321.15888,-10.94544802
4322.55549,-10.90874412
4323.9901,-11.06230902
4325.41259,-11.33632192
4326.83708,-11.19352792
4328.26481,-11.20160592
4329.66505,-11.14463962
4331.09416,-10.94180752
4332.52777,-11.01159902
4333.93089,-11.10847132
4335.35676,-11.12328202
4336.77698,-11.47103582
4338.20422,-11.46562052
4339.63746,-10.86735872
4341.03095,-10.93652182
4342.4623,-11.28398592
4343.88157,-11.33964222
4345.28691,-10.93986822
4346.72253,-11.13927422
4348.13713,-10.88656602
4349.55612,-11.12959232
4350.97173,-11.04514992
4352.39134,-11.22331532
4353.82258,-11.32702012
4355.22656,-11.17024352
4356.65567,-11.21670652
4358.07279,-10.65851412
4359.4849,-11.30697862
4360.92902,-11.27037252
4362.32899,-11.39937752
4363.75473,-11.43995182
4365.18572,-11.41609472
4366.59471,-11.73570392
4368.02794,-11.16998462
4369.45093,-11.29912112
4370.86579,-11.34015632
4372.28353,-11.69211682
4373.69747,-11.15259622
4375.1255,-11.24314292
4376.53049,-11.44183262
4377.9606,-11.19215522
4379.36808,-11.40910862
4380.80357,-11.43322852
4382.20143,-11.29077232
4383.62955,-11.41231062
4385.04591,-11.24491032
4386.46914,-11.00914612
4387.87963,-11.16447092
4389.31187,-11.29416922
4390.73587,-10.98600832
4392.13972,-11.35700812
4393.56346,-11.34997382
4394.97894,-11.52122102
4396.4133,-11.12102962
4397.81617,-11.41986782
4399.23865,-11.45144582
4400.61478,-11.22768362
4402.02475,-11.26111222
4403.39636,-11.41172992
4404.82235,-11.15242532
4406.24135,-10.89040432
4407.67132,-11.26763312
4409.08806,-11.32538352
4410.51192,-11.26223882
4411.92318,-11.56106592
4413.32941,-11.42646122
4414.759,-11.39327032
4416.18311,-11.42022962
4417.60724,-11.35667912
4419.01761,-11.24921622
4420.44083,-11.18709972
4421.87031,-11.22625202
4423.27806,-11.37657242
4424.69766,-11.46759652
4426.12777,-11.19172062
4427.54939,-11.40792122
4428.9525,-11.58691442
4430.33711,-11.40361692
4431.74887,-11.50160512
4433.19496,-11.01474732
4434.59707,-11.52261562
4436.01171,-11.38127332
4437.44042,-11.21254012
4438.85828,-11.26731642
4440.28777,-11.35153252
4441.68513,-11.13715262
4443.11949,-11.52960962
4444.54823,-11.19282452
4445.94484,-11.59423642
4447.37609,-11.32631022
4448.79119,-11.07974932
4450.2078,-11.41858062
4451.63532,-11.10852982
4453.0474,-11.32351602
4454.47988,-11.47972222
4455.88238,-11.49560262
4457.31348,-11.49613062
4458.74148,-11.32515662
4460.14872,-11.49196982
4461.58669,-11.31937072
4462.98159,-11.51392562
4464.41704,-11.44321182
4465.82679,-11.40058262
4467.23952,-11.51974072
4468.61788,-11.44814652
4470.03849,-11.22406522
4471.47547,-11.05820682
4472.87571,-11.31046752
4474.29548,-11.34771272
4475.72331,-11.58062972
4477.13318,-11.51318312
4478.56003,-11.48219552
4479.9773,-11.24861992
4481.38402,-11.51094602
4482.75888,-11.44074802
4484.18686,-11.36840652
4485.62222,-11.50260332
4487.02071,-11.47549702
4488.45283,-11.42999082
4489.86319,-11.52935512
4491.30104,-11.45715622
4492.70553,-11.35681382
4494.12014,-11.71096072
4495.55426,-11.46882302
4496.96949,-11.59833582
4498.38747,-11.33001292
4499.8121,-11.28408892
4501.22872,-11.61835582
4502.6612,-11.51500382
4504.05955,-11.67937252
4505.49117,-11.63650582
4506.9194,-11.48688282
4508.31688,-11.43355442
4509.74751,-10.94722222
4511.16486,-11.43725802
4512.60084,-11.30917042
4514.00383,-11.54144742
4515.41745,-11.27924052
4516.79995,-11.31032252
4518.20579,-11.60675542
4519.63803,-11.47490972
4521.06064,-11.62999182
4522.48851,-11.57220802
4523.90812,-11.58073102
4525.31822,-11.35500492
4526.7386,-11.51590742
4528.16708,-11.44351502
4529.59406,-11.53632962
4530.9918,-11.98037192
4532.41881,-11.41219692
4533.83165,-11.62310452
4535.25326,-11.44234262
4536.67474,-11.67144012
4538.09749,-11.37120202
4539.52875,-11.46079492
4540.93558,-11.98606912
4542.36059,-11.43687132
4543.78105,-11.47401152
4545.19319,-11.54276732
4546.61966,-11.41637262
4548.03267,-11.55762532
4549.46387,-11.80777942
4550.87349,-11.62354612
4552.29899,-11.56020562
4553.72834,-11.58567682
4555.14624,-11.56575832
4556.55356,-11.82632902
4557.96955,-11.91117272
4559.39904,-12.01365982
4560.80452,-11.67579482
4562.24188,-11.66886872
4563.65575,-11.59266982
4565.08485,-11.72630292
4566.49497,-11.61784482
4567.91233,-11.66583662
4569.34432,-11.79043372
4570.76793,-11.93434252
4572.17042,-11.68634832
4573.59379,-11.42675362
4575.02227,-11.69103022
4576.45487,-11.52425852
4577.85151,-11.68253322
4579.26534,-11.69740482
4580.64496,-11.61448102
4582.04782,-11.36783722
4583.43145,-11.51265452
4584.86702,-11.67966372
4586.32291,-11.62463292
4587.74266,-11.65282982
4589.18038,-11.47985582
4590.6015,-11.76959632
4592.00735,-11.56665772
4593.44647,-11.76032602
4594.84083,-11.34736502
4596.27132,-11.72779392
4597.70117,-11.50062712
4599.10091,-11.89241882
4600.53365,-11.52985522
4601.94417,-11.79418712
4603.377,-11.73492682
4604.79023,-11.61405172
4606.20098,-11.83951952
4607.64058,-11.64678082
4609.03508,-11.59381642
4610.46793,-11.53884352
4611.88842,-11.63143472
4613.29093,-11.99802432
4614.72478,-11.81104872
4616.14751,-11.69105522
4617.57888,-11.57185952
4619.00736,-11.68335992
4620.40309,-11.55134152
4621.8307,-11.85180642
4623.24947,-11.60295102
4624.66072,-11.55997832
4626.09316,-11.89437972
4627.50952,-11.79832272
4628.91889,-11.66894632
4630.35262,-11.73802182
4631.76238,-11.75053762
4633.1981,-11.85889772
4634.61008,-12.15654632
4636.02319,-11.72916972
4637.44968,-11.57842212
4638.85529,-11.63526492
4640.3003,-11.65337282
4641.70339,-12.07364882
4643.13037,-11.75086722
4644.54436,-11.98036782
4645.98486,-11.77416122
4647.38984,-11.82664422
4648.80433,-11.70414612
4650.24181,-11.53127992
4651.6368,-11.80986052
4653.07705,-12.11720492
4654.49314,-11.60177822
4655.91163,-11.74305582
4657.35593,-11.88110392
4658.74223,-11.89394962
4660.17035,-11.92343522
4661.58309,-11.78177182
4662.99856,-11.95507052
4664.4328,-11.84233302
4665.84292,-11.73422822
4667.27415,-11.50022222
4668.69439,-11.89161212
4670.10238,-12.02064132
4671.53913,-11.90181002
4672.93623,-11.84038992
4674.36971,-12.03728552
4675.79895,-11.51157962
4677.21181,-11.64895312
4678.62142,-11.88878352
4680.04466,-11.58106502
4681.47764,-11.94571212
4682.90639,-11.91689062
4684.29162,-11.83613972
4685.72286,-11.84090012
4687.13697,-11.91786722
4688.54983,-11.88562832
4689.98019,-12.00350452
4691.39443,-11.73916852
4692.81944,-12.03869762
4694.24003,-11.81101522
4695.65097,-11.71474442
4697.02898,-12.10953112
4698.44062,-12.11416292
4699.8546,-11.83886082
4701.28309,-11.66711772
4702.71333,-12.01818652
4704.13408,-11.70872382
4705.54318,-11.96394462
4706.95917,-11.98918952
4708.3889,-12.16097272
4709.82313,-11.85897932
4711.22237,-11.93005092
4712.6511,-11.56635142
4714.07734,-11.65634962
4715.48035,-11.91266352
4716.90906,-11.93051372
4718.33005,-12.22687792
4719.73917,-11.74278532
4721.15965,-11.98807992
4722.58622,-12.18902772
4724.01338,-11.94236912
4725.41949,-11.91216622
4726.84723,-11.90534202
4728.27096,-12.04981282
4729.68382,-11.82799042
4731.11706,-11.83388232
4732.52154,-11.69762062
4733.94104,-11.92972192
4735.36765,-12.07768522
4736.77588,-12.08528992
4738.20712,-11.98714392
4739.62949,-12.01122302
4741.06422,-11.85995802
4742.4592,-11.70406102
4743.88594,-12.00521062
4745.31618,-11.87569192
4746.73441,-12.03141482
4748.1474,-11.95814312
4749.56926,-11.73066782
4750.99401,-11.86121092
4752.3974,-12.06853502
4753.77484,-12.03746852
